NO,약국명,대표전화,주소,월요일 운영,화요일 운영,수요일 운영,목요일 운영,금요일 운영,토요일 운영,일요일 운영,공휴일 운영
452,수유시장약국,02-6396-8727,"서울특별시 강북구 도봉로 247, 1층 (미아동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,-,-
453,참약국,02-992-8789,"서울특별시 강북구 한천로 1118, JK빌딩 1층 104호 (수유동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-
454,허브약국,02-913-6786,"서울특별시 성북구 보국문로 160, 1층 (정릉동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-
455,늘편한약국,02-499-4915,"서울특별시 광진구 면목로 128, 1층 101호 (중곡동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,-,-,-
456,가까운우리약국,02-749-6011,"서울특별시 용산구 대사관로31길 7-10, 1층 (한남동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:00,-,-
457,성모약국,02-2601-5300,서울특별시 강서구 화곡로 313,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
458,현대약국,02-303-6600,서울특별시 서대문구 거북골로14길 32,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
459,강빛약국,02-6949-5111,"서울특별시 강동구 아리수로93나길 26, 성산타워 109,110호 (강일동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,08:30~14:00,08:30~14:00
460,별하나약국,02-2256-7134,"서울특별시 성동구 금호로 105, 래미안하이리버 상가동 B305호 (금호동2가)",09:00~19:00,09:00~19:00,09:00~13:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
461,초원온누리약국,02-3436-8743,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~18:00,-,09:00~18:00
462,세진약국,02-545-8548,"서울특별시 강남구 압구정로36길 12, 메디컬뱅크 1층 103호 (신사동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-
463,비타민약국,02-414-5145,"서울특별시 송파구 석촌호수로 61 (잠실동, 트리지움상가 305호)",09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,09:00~15:00,-,-,-
464,신서대문대학약국,02-730-0737,"서울특별시 종로구 경교장1길 1, 1층 (교남동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~12:30,-,-
465,연희약국,02-335-6242,"서울특별시 서대문구 성산로 317, 1층 (연희동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-
466,파크리오오렌지약국,02-417-1369,"서울특별시 송파구 올림픽로37길 130, 파크리오 A동 5층 516호 (신천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
467,하나로약국,02-3402-0415,"서울특별시 송파구 마천로 264, 흥일빌딩 1층 (거여동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
468,라온약국,02-2193-9100,"서울특별시 강남구 강남대로 318, 1층 (역삼동)",08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,09:00~17:00,-,10:00~18:00
469,메디컬2층약국,02-575-4888,"서울특별시 강남구 논현로 98, 문화빌딩 2층 (개포동)",09:00~19:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~13:00,-,-
470,부엉이약국,02-558-0910,"서울특별시 강남구 선릉로 340, 104호 (대치동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-
471,이로운약국,02-538-9984,"서울특별시 강남구 테헤란로4길 46, 지하층 140호 (역삼동, 쌍용플래티넘밸류)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,11:00~15:00,-,-
472,휴베이스수강약국,02-832-5525,"서울특별시 영등포구 디지털로 343, 1층 (대림동)",08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,08:00~13:00,08:00~13:00
473,발산역지하철약국,02-3662-3954,"서울특별시 강서구 공항대로 지하 267, 발산역(5호선) 지하층 515-107호 (마곡동)",08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~21:00,08:00~18:00,-,-
474,봉약국,070-7543-6456,"서울특별시 강서구 공항대로 195, 힐스테이트에코동익 1층 123호 (마곡동)",08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,12:00~22:00,12:00~22:00,-
475,밝은온누리약국,02-2645-4288,"서울특별시 강서구 등촌로 177, 101동 102호 (등촌동, 경남파크빌)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,09:00~17:00
476,자이약국,02-707-3682,"서울특별시 마포구 대흥로 183, 신촌그랑자이 상가 1동 103호 (대흥동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
477,해봄약국,02-363-2385,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",09:00~19:30,09:00~20:30,09:00~19:30,09:00~19:30,09:00~20:30,09:00~13:30,-,-
478,이화약국,02-391-8277,"서울특별시 서대문구 통일로 419-2, 1, 2층 (홍제동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-
479,다모아약국,02-356-8868,서울특별시 은평구 통일로 714 (불광동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~14:00,-,-
480,삼희약국,02-793-8575,"서울특별시 용산구 서빙고로 17, 105동 2009호 일부호 (한강로3가)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~16:30,-,08:30~13:00
481,보생당약국,02-2267-8830,서울특별시 종로구 수표로 92 (관수동),08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,09:00~16:00,-,-
482,교회옆약국,02-763-7639,"서울특별시 종로구 대학로5길 35, 101호, 201호 (연건동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-
483,서울이약국,02-742-5888,"서울특별시 종로구 대학로5길 51, 101호 (연건동)",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,-,-,-
484,모드니약국,02-752-9202,"서울특별시 중구 서소문로 116, 유원빌딩 지하1층 (서소문동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,-,-,-
485,다올약국,02-702-7083,"서울특별시 용산구 청파로 251, 지하 B02호 (청파동3가)",09:00~19:00,09:00~20:00,09:00~20:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
486,중앙프라자약국,02-927-5606,"서울특별시 성북구 동소문로 94, 1층 (동소문동5가)",09:00~19:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~16:00,09:00~13:00,-
487,다온약국,02-6095-7645,"서울특별시 성북구 보국문로 68, 1층 (정릉동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
488,정수약국,02-981-2516,서울특별시 강북구 솔샘로 239 (미아동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
489,숨온누리약국,02-581-4242,"서울특별시 서초구 서초대로 114, 102호 (방배동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~19:00,-,-
490,다사랑약국,02-477-2590,"서울특별시 송파구 토성로 20, 1층 (풍납동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,-,-,-
491,위드팜신촌약국,02-312-5103,서울특별시 서대문구 성산로 486 (대신동),08:40~19:00,08:40~19:00,08:40~19:00,08:40~19:00,08:40~19:00,08:40~14:00,-,-
492,강서약국,02-2644-2154,"서울특별시 강서구 등촌로 75, 지덕빌딩 (등촌동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,09:00~16:00
493,밝은현대약국,02-6408-8890,"서울특별시 강북구 한천로132길 26, 1층 (번동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-
494,삼성약국,02-904-2088,서울특별시 강북구 한천로 1120 (수유동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,10:00~21:00,09:00~21:00
495,늘온누리약국,02-441-4442,"서울특별시 강동구 상일로12길 89, 1층 101호 (강일동, 리엔타운)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-
496,치료의빛예은약국,02-388-9633,"서울특별시 광진구 동일로 74, 1층 102호 (자양동)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
497,장수약국,02-2252-2929,서울특별시 중구 퇴계로86길 6 (신당동),08:00~21:00,08:00~20:00,08:00~21:00,08:00~20:00,08:00~20:00,08:00~20:00,09:00~17:00,09:00~17:00
498,신우성약국,02-536-3174,"서울특별시 서초구 나루터로 37, 신사쇼핑센터 1층 114호 (잠원동)",09:00~19:00,09:00~20:00,09:00~19:00,09:00~19:00,09:00~20:00,09:00~16:00,-,-
499,가장빠른천사약국,02-483-8875,"서울특별시 송파구 강동대로 74, 1층 103호 (풍납동)",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~19:00,-,-
500,365약국,02-985-1365,서울특별시 성북구 동소문로 321 (길음동),09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30
501,방초한약국,02-2295-5529,"서울특별시 성동구 난계로 114-31 2층 (하왕십리동, 금호 베스트빌)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-
502,이레약국,02-2215-4535,"서울특별시 동대문구 사가정로 122, 전농동하우스토리 3층 313호 (전농동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-
503,새중일약국,02-448-5186,"서울특별시 송파구 오금로 306, 101호 (가락동, 가락스타클래스)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~18:00,-,-
504,영민약국,02-2648-3402,서울특별시 양천구 목동동로 430 (목동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:30~14:00,-,-
505,면목백화점약국,02-2207-4636,서울특별시 중랑구 용마산로 328 (면목동),09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~21:00,10:00~21:00
506,후문한일약국,02-999-9101,"서울특별시 도봉구 노해로40길 72 (쌍문동, 쌍문한양아파트)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
507,이화약국,02-892-1767,"서울특별시 마포구 월드컵로 126, 1층 (성산동)",09:00~21:00,09:00~20:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,-,09:00~20:00
508,삼우약국,02-3411-0841,"서울특별시 강남구 개포로82길 11, 101호(개포동,삼우빌딩)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~18:00,10:00~21:00,-
509,새아름약국,02-3013-3575,서울특별시 강동구 상암로 11,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~19:00,-,09:00~15:00
510,논현필리아약국,02-540-7582,서울특별시 강남구 선릉로 641,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~19:00,10:00~19:00,09:00~19:00
511,고운약국,02-400-8786,"서울특별시 송파구 송이로32길 37, 201동 1층 04호 (문정동, 문정푸르지오아파트)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~13:00,09:00~18:00,09:00~18:00
512,서울진약국,02-987-2544,서울특별시 강북구 삼양로 319 1층,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:00,09:00~19:30,09:00~14:00,-,-
513,가온약국,02-545-0546,"서울특별시 강남구 학동로 413, 청담빌딩 2층 (청담동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~14:00,-,-
514,햇빛약국,02-459-3353,"서울특별시 강남구 자곡로 120, 107호 (자곡동, 세곡드림프라자)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,10:00~13:00,-
515,밝은미소약국,02-594-5626,"서울특별시 동작구 사당로 215, 108호 (사당동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~17:00,-,-
516,동아약국,02-985-1448,"서울특별시 강북구 도봉로 118, 1층 (미아동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-
517,복지약국,02-2217-3606,서울특별시 동대문구 천호대로 227 (답십리동),09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
518,메디팜대신M약국,02-448-1121,"서울특별시 송파구 송이로 87, 1층 (가락동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:00,-,-
519,지앤미약국,02-402-0612,서울특별시 송파구 동남로 215 (가락동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-
520,서울대림약국,02-6953-7115,서울특별시 영등포구 시흥대로 663 (대림동),08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,09:00~13:00,-,-
521,스타약국,02-3481-6688,"서울특별시 서초구 강남대로 437, 대원빌딩 1층 (서초동)",09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,-,-
522,오성약국,070-8805-8844,"서울특별시 중랑구 신내로 72, 원빌딩 (신내동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~16:00,-,-
523,참조은약국,02-2272-0535,"서울특별시 종로구 종로 266, 동대문종합시장 A동 7층 705호 (종로6가)",08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~18:30,08:00~13:30,-,-
524,동오약국,02-749-1293,서울특별시 용산구 보광로 18 (보광동),09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-
525,연희위드팜약국,02-312-6949,서울특별시 서대문구 성산로 521 (대신동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,09:00~14:00,-,-
526,온누리민생약국,02-356-5139,"서울특별시 은평구 통일로87길 5-10, 1층 (갈현동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~15:00,-,-
527,태평양약국,02-383-1178,"서울특별시 은평구 통일로 863, (갈현동)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~18:00,-,-
528,연신종로약국,02-359-4341,"서울특별시 은평구 연서로32길 3 (불광동, 남재빌딩)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:00,09:00~21:00,09:00~21:00
529,신세계약국,02-385-6537,서울특별시 은평구 진흥로12길 3 (녹번동),08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,08:40~21:00,08:40~20:00,-,08:40~20:00
530,365구생약국,02-353-1144,"서울특별시 은평구 통일로 739, 1층 (대조동)",09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,10:00~22:00,10:00~22:00
531,해솔온누리약국,02-830-5366,"서울특별시 구로구 구일로4길 30, 신영상가 102호 (구로동)",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~17:00,-,-
532,한마음약국,02-865-0511,서울특별시 구로구 도림로 67 (구로동),08:30~19:30,08:30~19:30,08:30~21:30,08:30~21:30,08:30~19:30,08:30~18:00,-,-
533,무지개약국,02-3280-2388,"서울특별시 영등포구 선유로 76, 동국메뜨리앙 3층 305호 (문래동3가)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-
534,신정약국,02-591-3172,"서울특별시 동작구 사당로23바길 9, 동작삼성래미안아파트 상가 202호 (사당동, 동작삼성래미안아파트)",09:00~19:20,09:00~19:20,09:00~19:20,09:00~19:20,09:00~19:20,09:00~17:00,-,-
535,삼보약국,02-2249-6084,서울특별시 동대문구 전농로 24 (답십리동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,10:00~18:00,-
536,마장백화점약국,02-962-1161,"서울특별시 동대문구 고산자로 410, 1층 (용두동)",07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,08:00~23:00,08:00~23:00
537,위례정약국,02-403-1515,"서울특별시 송파구 위례광장로 199, 성희프라자 109호 (장지동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-
538,위드팜가까운지하철약국,02-413-9333,"서울특별시 송파구 올림픽로37길 130, 파크리오 124,125,126호 (신천동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,-,-,-
539,송약국,02-3280-8710,"서울특별시 동작구 상도로 246, 1층 (상도동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:30,-,-
540,서울약국,02-472-3974,"서울특별시 강동구 진황도로 67, (천호동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-
541,아이파크약국,02-481-9588,"서울특별시 강동구 동남로79길 26, 상가동 101호 (고덕동, 고덕아이파크)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-
542,우리들약국,02-956-8208,서울특별시 도봉구 도봉로145나길 7 (방학동),08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~16:00,-,-
543,라온약국,02-476-1918,"서울특별시 강동구 성안로 155 (천호동, 강동역두산위브센티움)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~19:00,-,-
544,햇살약국,02-441-7716,"서울특별시 강동구 동남로71길 32, 103호 (명일동, 환타지아)",09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~16:00,-,-
545,중앙대영약국,02-471-9732,서울특별시 강동구 동남로 635 (둔촌동),09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-
546,준약국,02-470-1313,"서울특별시 강동구 진황도로 190, 1층 (둔촌동)",08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~15:00,-,-
547,스마트약국,070-8156-8373,"서울특별시 강동구 천호대로 997, 신라빌딩 3층 302호 (천호동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
548,서울온누리약국,02-478-8070,"서울특별시 강동구 천중로43길 34, 신운빌딩 101호 (천호동)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~15:30,-,-
549,모주현약국,070-7808-3323,"서울특별시 강동구 고덕로 390, 고덕아르테온아파트(상가1동) 2층 204호 (상일동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-
550,메디팜미래로약국,02-426-4793,"서울특별시 강동구 천호대로 1467, (상일동)",09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,-,09:00~21:30
551,메디컬바른약국,02-470-7994,"서울특별시 강동구 양재대로121길 7, 거송빌딩 103,104호 (천호동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-
552,더바른약국,02-478-0852,"서울특별시 강동구 구천면로 241, 1층 (천호동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,-
553,강일약국,02-426-8192,서울특별시 강동구 아리수로97길 19,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-
554,가톨릭정문약국,02-389-9846,"서울특별시 은평구 통일로 1031, 1층 102호 (진관동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-
555,장수알파약국,02-3487-4233,"서울특별시 서초구 서초중앙로 38, 정원빌딩 1층 (서초동)",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~22:00,22:00~25:00,22:00~25:00
556,창덕약국,02-972-2933,서울특별시 노원구 동일로182길 20 (공릉동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,-,-
557,한우리약국,02-785-7648,서울특별시 영등포구 의사당대로 97,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:30~16:00,-,-
558,꿈이있는온누리약국,02-993-6091,서울특별시 강북구 삼양로 462 (수유동),09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
559,대풍약국,02-2252-3944,서울특별시 중구 동호로11길 43 (신당동),08:30~25:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,09:00~25:00,22:00~25:00,-
560,메디팜신정교약국,02-2649-8275,"서울특별시 양천구 신목로 36, 102호 (신정동, 대보빌딩)",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
